X,Z,Success?,Stair_Floor1,Stair_Floor2,Water_height,StairObstacle1,StairObstacle2,StairObstacle3
-1,14.5,F,1,1,-10,6,3,4
-0.5,14.5,F,1,1,-10,5,2,8
0,14.5,F,1,1,-10,5,8,1
0.5,14.5,F,1,1,-10,7,4,5
1,14.5,F,1,1,-10,5,4,8
1.5,14.5,F,1,1,-10,8,1,2
2,14.5,F,1,1,-10,6,1,2
2.5,14.5,F,1,1,-10,4,1,7
3,14.5,F,1,1,-10,3,4,2
3.5,14.5,F,1,1,-10,2,1,7
4,14.5,F,1,1,-10,1,3,7
4.5,14.5,F,1,1,-10,7,6,4
5,14.5,F,1,1,-10,5,7,6
5.5,14.5,F,1,1,-10,7,3,1
6,14.5,F,1,1,-10,6,5,4
6.5,14.5,F,1,1,-10,5,6,3
7,14.5,F,1,1,-10,6,7,2
7.5,14.5,F,1,1,-10,5,4,3
8,14.5,F,1,1,-10,3,2,6
8.5,14.5,F,1,1,-10,5,6,7
9,14.5,F,1,1,-10,6,7,1
9.5,14.5,F,1,1,-10,2,6,4
10,14.5,F,1,1,-10,8,1,3
10.5,14.5,N,1,1,-10,5,1,2
11,14.5,F,1,1,-10,2,7,6
11.5,14.5,N,1,1,-10,2,7,6
12,14.5,N,1,1,-10,4,3,6
12.5,14.5,N,1,1,-10,2,3,7
13,14.5,N,1,1,-10,7,2,4
13.5,14.5,N,1,1,-10,7,6,5
14,14.5,N,1,1,-10,4,1,3
14.5,14.5,N,1,1,-10,3,5,4
15,14.5,N,1,1,-10,3,6,4
15.5,14.5,N,1,1,-10,4,7,6
16,14.5,N,1,1,-10,4,7,1
16.5,14.5,N,1,1,-10,3,1,2
17,14.5,N,1,1,-10,7,6,4
17.5,14.5,N,1,1,-10,7,8,5
18,14.5,N,1,1,-10,3,2,6
18.5,14.5,N,1,1,-10,4,3,2
19,14.5,N,1,1,-10,8,6,7
19.5,14.5,N,1,1,-10,5,6,3
